#,Area,English,Bulgarian,Sources
597,Shared views,Stream settings,,src/views/shared/AnnouncementsView.tsx
598,Shared views,Student access,,src/views/shared/AnnouncementsView.tsx
599,Shared views,Student attachments,,src/views/shared/AnnouncementsView.tsx
600,Shared views,Student Materials,,src/views/shared/classwork/SubjectDetailPage.tsx
601,Shared views,"Student Materials are visible to students. Staff Notes stay private to teachers, admins, and translators.",,src/views/shared/classwork/SubjectDetailPage.tsx
602,Shared views,Student permissions,,src/views/shared/AnnouncementsView.tsx
603,Shared views,Student posts wait for review before appearing.,,src/views/shared/AnnouncementsView.tsx
604,Shared views,Student Submissions,,src/views/shared/tabs/HomeworkTab.tsx
605,Shared views,"Students have nothing more to do on some work, but staff review or final grading is not complete.",,src/views/shared/ClassworkView.tsx; src/views/shared/classwork/helpers.ts
606,Shared views,Subject level,,src/views/shared/classwork/SubjectDetailPage.tsx
607,Shared views,Subject summary,,src/views/shared/classwork/SubjectDetailPage.tsx
608,Shared views,SUBJECTS_PER_PAGE && (,,src/views/shared/ClassworkView.tsx
609,Shared views,Submission preview,,src/views/shared/classwork/HomeworkAssignmentDetailPage.tsx
610,Shared views,Submit,,src/views/shared/classwork/HomeworkAssignmentDetailPage.tsx; src/views/shared/tabs/HomeworkTab.tsx
611,Shared views,Submit quick check,,src/views/shared/classwork/HomeworkAssignmentDetailPage.tsx
612,Shared views,Submitted,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/AttendanceView.tsx; src/views/shared/GradesView.tsx; src/views/shared/SubmissionsView.tsx; src/views/shared/tabs/HomeworkTab.tsx; src/views/student/MyAssignmentsView.tsx; src/views/student/MyCourseView.tsx
613,Shared views,Submitted homework,,src/views/shared/GradesView.tsx
614,Shared views,Submitted work waiting for staff review.,,src/views/shared/SubmissionsView.tsx
615,Shared views,Switch tabs or create a new item.,,src/views/shared/TodosView.tsx
616,Shared views,System,,src/views/shared/AnnouncementsView.tsx
617,Shared views,Teacher Notes,,src/views/shared/tabs/StaffNotesTab.tsx
618,Shared views,Teachers,,src/components/modals/CreateAnnouncementModal.tsx; src/hooks/useTodos.ts; src/views/admin/users/UsersHubView.tsx; src/views/shared/ClassworkView.tsx; src/views/shared/MessagesView.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
619,Shared views,Text Notes,,src/views/shared/tabs/MaterialsTab.tsx; src/views/shared/tabs/StaffNotesTab.tsx
620,Shared views,There are no assignments attached to this subject yet.,,src/views/shared/ClassworkView.tsx; src/views/shared/classwork/helpers.ts
621,Shared views,Title (optional),,src/views/shared/tabs/MaterialsTab.tsx; src/views/shared/tabs/StaffNotesTab.tsx
622,Shared views,Today,,src/views/shared/ClassDetailView.tsx; src/views/shared/TodosView.tsx
623,Shared views,Tomorrow,,src/views/shared/TodosView.tsx
624,Shared views,Total points,,src/views/shared/GradesView.tsx
625,Shared views,"Track returned work, graded points, and graduation readiness separately.",,src/views/shared/GradesView.tsx
626,Shared views,Translator Notes,,src/views/shared/tabs/StaffNotesTab.tsx
627,Shared views,Trash,,src/views/shared/AnnouncementsView.tsx
628,Shared views,Type,,src/views/admin/AttendanceView.tsx; src/views/shared/ClassworkView.tsx; src/views/shared/GradesView.tsx; src/views/shared/TodosView.tsx; src/views/student/MyMinistryInfoView.tsx
629,Shared views,Upcoming,,src/views/admin/AdminDashboard.tsx; src/views/admin/CurriculumDateView.tsx; src/views/shared/ClassDetailView.tsx; src/views/shared/StaffDashboard.tsx; src/views/student/StudentDashboard.tsx; src/views/teacher/MyClassesView.tsx
630,Shared views,Upcoming assignments,,src/views/shared/ClassworkView.tsx; src/views/shared/classwork/helpers.ts
631,Shared views,Upload File,,src/views/shared/tabs/HomeworkTab.tsx
632,Shared views,Upload subject materials,,src/views/shared/classwork/SubjectDetailPage.tsx
633,Shared views,Upload to Drive,,src/views/shared/tabs/StaffNotesTab.tsx
634,Shared views,upload-materials-title,,src/views/shared/classwork/SubjectDetailPage.tsx
635,Shared views,Use weights when the method is weighted.,,src/views/shared/GradesView.tsx
636,Shared views,View all,,src/views/shared/StaffDashboard.tsx; src/views/student/StudentDashboard.tsx
637,Shared views,View attendance records,,src/views/shared/GradesView.tsx
638,Shared views,View Submission,,src/views/shared/tabs/HomeworkTab.tsx
639,Shared views,View submission,,src/views/shared/tabs/HomeworkTab.tsx
640,Shared views,View your submission,,src/views/shared/tabs/HomeworkTab.tsx
641,Shared views,Visible only to the student and assigned staff.,,src/views/shared/ClassworkView.tsx
642,Shared views,Visible to students in this year group.,,src/views/shared/classwork/SubjectDetailPage.tsx
643,Shared views,Weight %,,src/views/shared/GradesView.tsx
644,Shared views,Weighted categories,,src/views/shared/GradesView.tsx
645,Shared views,What needs to be done?,,src/views/shared/TodosView.tsx
646,Shared views,Work,,src/views/shared/GradesView.tsx
647,Shared views,Work list,,src/views/shared/GradesView.tsx
648,Shared views,Work summary,,src/views/shared/GradesView.tsx
649,Shared views,Write a message...,,src/views/shared/MessagesView.tsx
650,Shared views,Write a private comment...,,src/views/shared/ClassworkView.tsx; src/views/shared/classwork/HomeworkAssignmentDetailPage.tsx
651,Shared views,Write your response...,,src/views/shared/classwork/HomeworkAssignmentDetailPage.tsx
652,Shared views,Year group,,src/views/admin/BooksView.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/AnnouncementsView.tsx; src/views/shared/classwork/HomeworkAssignmentDetailPage.tsx
653,Shared views,Your access,,src/views/shared/tabs/HomeworkTab.tsx
654,Shared views,Your document has been linked. Click Submit when you are ready.,,src/views/shared/tabs/HomeworkTab.tsx
655,Shared views,Your post will be sent to an administrator for review before it appears in Stream.,,src/views/shared/AnnouncementsView.tsx
656,Shared views,Your sessions · next 7 days,,src/views/shared/StaffDashboard.tsx
657,Admin views,"A compact history of homework status, grades, and submission dates.",,src/views/admin/AdminStudentDashboard.tsx
658,Admin views,"A quick read on coverage, check-in rhythm, and who needs attention right now.",,src/views/admin/MentorshipHubView.tsx
659,Admin views,Absence Notices,,src/views/admin/KnowledgeBaseView.tsx
660,Admin views,Absent credit,,src/views/admin/AttendanceView.tsx
661,Admin views,Academic,,src/views/admin/KnowledgeBaseView.tsx
662,Admin views,Accepted by Brevo,,src/views/admin/KnowledgeBaseView.tsx
663,Admin views,Access,,src/views/admin/users/UsersHubView.tsx
664,Admin views,Access chips,,src/views/admin/KnowledgeBaseView.tsx
665,Admin views,Access on platform,,src/views/admin/AdminStudentDashboard.tsx
666,Admin views,Access review,,src/views/admin/AdminDashboard.tsx
667,Admin views,Action,,src/views/admin/AttendanceView.tsx
668,Admin views,Action queue,,src/views/admin/KnowledgeBaseView.tsx
669,Admin views,Actions,,src/views/admin/CurriculumOverview.tsx; src/views/admin/users/UsersHubView.tsx
670,Admin views,Actions:,,src/views/admin/AttendanceView.tsx
671,Admin views,Activation,,src/components/student/StudentMonthCalendar.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/student/MyAttendanceView.tsx
672,Admin views,Activation rule,,src/views/admin/AttendanceView.tsx
673,Admin views,Activation Saturday,,src/components/layout/Sidebar.tsx; src/hooks/useAttendance.ts; src/utils/studentAttendanceBreakdown.ts; src/utils/studentCalendar.ts; src/views/admin/AttendanceView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx; src/views/shared/AbsenceNoticesView.tsx; src/views/student/MyAttendanceBreakdownView.tsx
674,Admin views,Activation Saturdays detected,,src/views/admin/AttendanceView.tsx
675,Admin views,Active enrollment,,src/views/admin/AdminStudentDashboard.tsx
676,Admin views,Active enrollments,,src/views/admin/users/UsersHubView.tsx
677,Admin views,Active pairs,,src/views/admin/MentorshipAssignmentsPanel.tsx; src/views/admin/MentorshipHubView.tsx
678,Admin views,Active student enrollments with mentor assignment per year group.,,src/views/admin/users/UsersHubView.tsx
679,Admin views,Activity will appear here once mentors start logging.,,src/views/admin/MentorshipHubView.tsx
680,Admin views,Add,,src/views/admin/TuitionView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx
681,Admin views,Add a year group to start building the curriculum.,,src/views/admin/CurriculumOverview.tsx
682,Admin views,Add Activation Saturday,,src/views/admin/planning/PlanningCalendarGrid.tsx
683,Admin views,Add book,,src/views/admin/BooksView.tsx
684,Admin views,Add Break,,src/views/admin/planning/PlanningCalendarGrid.tsx
685,Admin views,Add installment,,src/views/admin/TuitionView.tsx
686,Admin views,Add ministry team,,src/views/admin/AttendanceView.tsx
687,Admin views,Add person,,src/views/admin/users/UsersHubView.tsx
688,Admin views,Add reading assignment,,src/views/admin/BooksView.tsx
689,Admin views,Add Session,,src/views/admin/CurriculumDateView.tsx; src/views/admin/CurriculumOverview.tsx
690,Admin views,Add student,,src/views/admin/TuitionView.tsx
691,Admin views,Add student to tuition,,src/views/admin/TuitionView.tsx
692,Admin views,Add Subject,,src/views/admin/CurriculumOverview.tsx; src/views/admin/planning/AddPlanningSubjectModal.tsx
693,Admin views,Add the shared Wednesday Well sessions for this school year. Remove a date when the school will not meet.,,src/views/admin/CurriculumPlanningView.tsx
694,Admin views,Add to Plan,,src/views/admin/planning/AddPlanningSubjectModal.tsx
695,Admin views,Add year group,,src/views/admin/CurriculumView.tsx
696,Admin views,Admin,,src/views/admin/KnowledgeBaseView.tsx
697,Admin views,Admin Dashboard,,src/views/admin/KnowledgeBaseView.tsx
698,Admin views,Admin emails,,src/views/admin/InboxView.tsx
699,Admin views,Admin override,,src/views/admin/AttendanceView.tsx
700,Admin views,Admin-led communication,,src/views/admin/KnowledgeBaseView.tsx
701,Admin views,Admin/student copy,,src/views/admin/KnowledgeBaseView.tsx
702,Admin views,All active students,,src/views/admin/TuitionView.tsx
703,Admin views,All assigned pairs are meeting in-person meeting expectations.,,src/views/admin/MentorshipFollowUpPanel.tsx
704,Admin views,All categories,,src/views/admin/AdminStudentDashboard.tsx
705,Admin views,All caught up for today,,src/views/admin/AdminDashboard.tsx; src/views/student/StudentDashboard.tsx
706,Admin views,All emails,,src/views/admin/InboxView.tsx
707,Admin views,All pairs,,src/views/admin/MentorshipFollowUpPanel.tsx
708,Admin views,All statuses,,src/views/admin/AttendanceView.tsx; src/views/student/MyAssignmentsView.tsx
709,Admin views,All teams,,src/views/admin/AttendanceView.tsx
710,Admin views,All types,,src/views/admin/AttendanceView.tsx; src/views/student/MyAssignmentsView.tsx
711,Admin views,All year groups,,src/views/admin/users/UsersHubView.tsx
712,Admin views,All years,,src/views/admin/AttendanceView.tsx
713,Admin views,Amount due,,src/views/admin/TuitionView.tsx
714,Admin views,Amount received,,src/views/admin/TuitionView.tsx
715,Admin views,Archive,,src/views/admin/KnowledgeBaseView.tsx
716,Admin views,Assign mentor,,src/views/admin/MentorshipAssignmentsPanel.tsx
717,Admin views,Assign students to lead prayer on Tuesday and Thursday. The two days can have different leaders.,,src/views/admin/AttendanceView.tsx
718,Admin views,Assign students to ministry teams for a date range.,,src/views/admin/AttendanceView.tsx
719,Admin views,Assigned,,src/views/admin/AttendanceView.tsx; src/views/admin/BooksView.tsx; src/views/admin/KnowledgeBaseView.tsx
720,Admin views,assigned,,src/views/admin/BooksView.tsx
721,Admin views,Assigned to multiple roles in this hour,,src/views/admin/planning/PlanningCalendarGrid.tsx
722,Admin views,assignment.maxPoints) && (,,src/views/admin/BooksView.tsx
723,Admin views,Assignments,,src/components/layout/Sidebar.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/MentorshipHubView.tsx; src/views/shared/ClassworkView.tsx; src/views/student/MyAssignmentsView.tsx
724,Admin views,At risk,,src/views/admin/AttendanceView.tsx; src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/MentorshipFollowUpPanel.tsx; src/views/admin/MentorshipHubView.tsx; src/views/student/MyMinistryInfoView.tsx
725,Admin views,At-risk pairs and students without mentors.,,src/views/admin/MentorshipHubView.tsx
726,Admin views,Attendance,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/classwork/SubjectDetailPage.tsx; src/views/student/StudentDashboard.tsx
727,Admin views,Attendance duty,,src/views/admin/AdminStudentDashboard.tsx
728,Admin views,Attendance gates,,src/views/admin/AdminStudentDashboard.tsx
729,Admin views,Attendance history,,src/views/admin/AdminStudentDashboard.tsx
730,Admin views,Attendance readiness,,src/views/admin/AdminStudentDashboard.tsx
731,Admin views,Attendance Risk,,src/views/admin/AdminDashboard.tsx
732,Admin views,Attendance risk,,src/views/admin/AdminDashboard.tsx
733,Admin views,Attendance source,,src/views/admin/KnowledgeBaseView.tsx
734,Admin views,Authors,,src/views/admin/BooksView.tsx
735,Admin views,Average,,src/views/admin/AttendanceView.tsx
736,Admin views,Average score,,src/views/admin/AttendanceView.tsx
737,Admin views,Avg check-ins,,src/views/admin/MentorshipHubView.tsx
738,Admin views,Avg health,,src/views/admin/AttendanceView.tsx
739,Admin views,Avg score,,src/views/admin/AttendanceView.tsx
740,Admin views,Back,,src/views/admin/AdminStudentDashboard.tsx
741,Admin views,Back to people,,src/views/admin/AdminStudentDashboard.tsx
742,Admin views,Bank transfer,,src/views/admin/TuitionView.tsx
743,Admin views,Below req.,,src/views/admin/AttendanceView.tsx
744,Admin views,Below rule,,src/views/admin/AttendanceView.tsx
745,Admin views,Book,,src/views/admin/KnowledgeBaseView.tsx
746,Admin views,Book title,,src/views/admin/BooksView.tsx
747,Admin views,Books,,src/components/layout/Sidebar.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/BooksView.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/student/StudentDashboard.tsx
748,Admin views,Books & Reading,,src/views/admin/KnowledgeBaseView.tsx
749,Admin views,Books and assignments,,src/views/admin/AdminStudentDashboard.tsx
750,Admin views,Books and reading,,src/views/admin/AdminStudentDashboard.tsx
751,Admin views,Books assigned to the student's active year group.,,src/views/admin/AdminStudentDashboard.tsx
752,Admin views,Break,,src/views/admin/planning/PlanningCalendarGrid.tsx
753,Admin views,Breaks,,src/views/admin/planning/PlanningCalendarGrid.tsx
754,Admin views,Build the school-year prayer rotation from enrolled students in the selected year group types. Tuesday and Thursday use separate rotations.,,src/views/admin/AttendanceView.tsx
755,Admin views,Bulgarian name,,src/views/admin/AttendanceView.tsx
756,Admin views,Cadence,,src/views/admin/KnowledgeBaseView.tsx
757,Admin views,Cadence and student care signals,,src/views/admin/AdminDashboard.tsx
758,Admin views,Calendar,,src/views/admin/KnowledgeBaseView.tsx; src/views/student/MyAttendanceBreakdownView.tsx
759,Admin views,Card,,src/views/admin/TuitionView.tsx
760,Admin views,Careful with this,,src/views/admin/KnowledgeBaseView.tsx
761,Admin views,Cash,,src/views/admin/TuitionView.tsx
762,Admin views,Challenges:,,src/views/admin/AttendanceView.tsx
763,Admin views,Change,,src/views/admin/MentorshipAssignmentsPanel.tsx
764,Admin views,Check attendance,,src/views/admin/AdminDashboard.tsx
765,Admin views,Check-in rules saved.,,src/views/admin/MentorshipCadencePanel.tsx
766,Admin views,Choose an email,,src/views/admin/InboxView.tsx
767,Admin views,Choose plan,,src/views/admin/TuitionView.tsx
768,Admin views,Choose report date,,src/views/admin/AttendanceView.tsx
769,Admin views,Choose student,,src/views/admin/AttendanceView.tsx
770,Admin views,Choose student account,,src/views/admin/TuitionView.tsx
771,Admin views,Class and The Well attendance keepers remain separate from ministry team leaders.,,src/views/admin/AttendanceView.tsx
772,Admin views,Class and Well keeper assignments are managed from the on-duty schedule.,,src/views/admin/AdminStudentDashboard.tsx
773,Admin views,Class and Well keeper assignments are managed separately.,,src/views/admin/AdminStudentDashboard.tsx
774,Admin views,Class reminders,,src/views/admin/AttendanceView.tsx
775,Admin views,Class resources,,src/views/admin/KnowledgeBaseView.tsx
776,Admin views,Class rule,,src/views/admin/AttendanceView.tsx
777,Admin views,Classes,,src/components/layout/Sidebar.tsx; src/hooks/useAttendance.ts; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/users/UsersHubView.tsx; src/views/student/MyAttendanceView.tsx
778,Admin views,Classes and sessions,,src/views/admin/AdminStudentDashboard.tsx
779,Admin views,Close calendar details,,src/views/admin/AdminDashboard.tsx
780,Admin views,Close metric explanation,,src/views/admin/AdminDashboard.tsx
781,Admin views,Close open signals,,src/views/admin/AdminDashboard.tsx
782,Admin views,Close results,,src/views/admin/BooksView.tsx
783,Admin views,Close results and enter the book manually.,,src/views/admin/BooksView.tsx
784,Admin views,Close review,,src/views/admin/BooksView.tsx
785,Admin views,Close user details,,src/views/admin/users/UsersHubView.tsx
786,Admin views,Collected,,src/views/admin/AdminDashboard.tsx; src/views/admin/TuitionView.tsx
787,Admin views,Common admin tasks,,src/views/admin/KnowledgeBaseView.tsx
788,Admin views,Common administrator moves,,src/views/admin/AdminDashboard.tsx
789,Admin views,Communications Center,,src/views/admin/AdminDashboard.tsx
790,Admin views,Completed reading,,src/views/admin/KnowledgeBaseView.tsx
791,Admin views,Concern logs,,src/views/admin/AdminDashboard.tsx
792,Admin views,Configurable setting,,src/views/admin/KnowledgeBaseView.tsx
793,Admin views,Conflict,,src/views/admin/CurriculumDateView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
794,Admin views,Contact,,src/views/admin/MentorshipFollowUpPanel.tsx
795,Admin views,"Copies of portal emails sent to your admin account, so important notices are still visible inside the platform.",,src/views/admin/InboxView.tsx
796,Admin views,Could not load inbox.,,src/views/admin/InboxView.tsx
797,Admin views,Could not save team. Please try again.,,src/views/admin/AttendanceView.tsx
798,Admin views,"Counts active student enrollments across the school. The progress bar shows mentor coverage, so a lower bar means more students still need mentor assignment.",,src/views/admin/AdminDashboard.tsx
799,Admin views,Counts weekly duty transfer requests still waiting for an administrator decision. The progress bar reuses attendance health as a nearby operational signal.,,src/views/admin/AdminDashboard.tsx
800,Admin views,Course,,src/views/admin/planning/AddPlanningSubjectModal.tsx
801,Admin views,Coverage,,src/views/admin/MentorshipHubView.tsx
802,Admin views,Create plan,,src/views/admin/TuitionView.tsx
803,Admin views,"Create plans to set currency, tuition amount, and installment dates. The active plan becomes the default for new student accounts.",,src/views/admin/TuitionView.tsx
804,Admin views,Create session,,src/views/admin/AttendanceView.tsx
805,Admin views,Creates weekly attendance keeper rows for the selected year group.,,src/views/admin/AttendanceView.tsx
806,Admin views,credits per month,,src/views/admin/AttendanceView.tsx
807,Admin views,Critical,,src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/MentorshipHubView.tsx
808,Admin views,Critical threshold,,src/views/admin/MentorshipCadencePanel.tsx
809,Admin views,Curriculum,,src/components/layout/Sidebar.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/CurriculumView.tsx; src/views/admin/KnowledgeBaseView.tsx
810,Admin views,Dashboard,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminDashboard.tsx; src/views/student/StudentDashboard.tsx
811,Admin views,Dashboard metric,,src/views/admin/AdminDashboard.tsx
812,Admin views,Date,,src/components/modals/EditModal/EditClassForm.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/CurriculumArchiveView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx
813,Admin views,Date filter,,src/views/admin/CurriculumDateView.tsx
814,Admin views,"Dated class, Activation, and ministry records.",,src/views/admin/AdminStudentDashboard.tsx
815,Admin views,Day,,src/views/admin/planning/PlanningCalendarGrid.tsx
816,Admin views,Deadline,,src/views/admin/KnowledgeBaseView.tsx
817,Admin views,Defaults,,src/views/admin/TuitionView.tsx
818,Admin views,Delete person,,src/views/admin/users/UsersHubView.tsx
819,Admin views,Delete session,,src/views/admin/CurriculumDateView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
820,Admin views,Delete subject,,src/views/admin/CurriculumOverview.tsx
821,Admin views,Delete year group,,src/views/admin/CurriculumOverview.tsx
822,Admin views,Delivered,,src/views/admin/InboxView.tsx; src/views/admin/KnowledgeBaseView.tsx
823,Admin views,Delivery details,,src/views/admin/InboxView.tsx
824,Admin views,Detection,,src/views/admin/AttendanceView.tsx
825,Admin views,Discard,,src/views/admin/MentorshipCadencePanel.tsx
826,Admin views,Discard Changes,,src/views/admin/CurriculumPlanningView.tsx
827,Admin views,Display and reminders,,src/views/admin/AttendanceView.tsx
828,Admin views,Done work,,src/views/admin/KnowledgeBaseView.tsx
829,Admin views,Drag to move both sessions of this day,,src/views/admin/planning/PlanningCalendarGrid.tsx
830,Admin views,Drag to reorder this session,,src/views/admin/planning/PlanningCalendarGrid.tsx
831,Admin views,Drive,,src/views/admin/AdminDashboard.tsx
832,Admin views,Drive resource,,src/views/admin/KnowledgeBaseView.tsx
833,Admin views,Drop here,,src/views/admin/planning/PlanningCalendarGrid.tsx
834,Admin views,Due date,,src/views/admin/TuitionView.tsx
835,Admin views,Due soon,,src/views/admin/AdminDashboard.tsx
836,Admin views,Duty & service,,src/views/admin/AdminStudentDashboard.tsx
837,Admin views,Duty and service,,src/views/admin/AdminStudentDashboard.tsx
838,Admin views,Duty Transfers,,src/views/admin/AdminDashboard.tsx
839,Admin views,Duty transfers,,src/views/admin/AdminDashboard.tsx
840,Admin views,e.g. Summer break,,src/views/admin/planning/PlanningCalendarGrid.tsx
841,Admin views,"Each email will include the student name, remaining amount, and tuition reminder text. Students who are fully paid will not receive this reminder.",,src/views/admin/TuitionView.tsx
842,Admin views,"Each gate is checked separately, so one weak area is easy to spot.",,src/views/admin/AdminStudentDashboard.tsx
843,Admin views,Edit,,src/views/admin/planning/PlanningCalendarGrid.tsx; src/views/admin/users/UsersHubView.tsx
844,Admin views,Edit check-in rules,,src/views/admin/MentorshipHubView.tsx
845,Admin views,Edit meeting expectations,,src/views/admin/MentorshipHubView.tsx
846,Admin views,Edit prayer leaders,,src/views/admin/AttendanceView.tsx
847,Admin views,"Edit profile, roles, year groups, mentorship, and responsibility assignments from the edit view.",,src/views/admin/users/UsersHubView.tsx
848,Admin views,Edit student,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/users/UsersHubView.tsx
849,Admin views,Edit team,,src/views/admin/AttendanceView.tsx
850,Admin views,Edit Week Keepers,,src/views/admin/AttendanceView.tsx
851,Admin views,Edit year group,,src/views/admin/CurriculumOverview.tsx
852,Admin views,Email copy,,src/views/admin/KnowledgeBaseView.tsx
853,Admin views,Enabled,,src/views/admin/AttendanceView.tsx
854,Admin views,End date,,src/views/admin/AttendanceView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx
855,Admin views,End month,,src/views/admin/AttendanceView.tsx
856,Admin views,Enrolled,,src/views/admin/users/UsersHubView.tsx
857,Admin views,Enrollment,,src/views/admin/AdminStudentDashboard.tsx
858,Admin views,EUR,,src/views/admin/TuitionView.tsx
859,Admin views,Everyone is assigned and no pairs are at risk.,,src/views/admin/MentorshipHubView.tsx
860,Admin views,Expected,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/TuitionView.tsx
861,Admin views,Expected every,,src/views/admin/MentorshipHubView.tsx
862,Admin views,Expected gap,,src/views/admin/MentorshipHubView.tsx
863,Admin views,Expected interval,,src/views/admin/MentorshipCadencePanel.tsx
864,Admin views,Expired,,src/views/admin/CurriculumArchiveView.tsx
865,Admin views,Failed,,src/views/admin/InboxView.tsx
866,Admin views,Failing,,src/views/admin/AttendanceView.tsx
867,Admin views,Fallback,,src/views/admin/AttendanceView.tsx; src/views/student/MyAttendanceBreakdownView.tsx
868,Admin views,Fallback percent,,src/views/admin/AttendanceView.tsx
869,Admin views,Fallback risk,,src/views/admin/AttendanceView.tsx
870,Admin views,"Filter and sort students by team, monthly health, service type, and rotation.",,src/views/admin/AttendanceView.tsx
871,Admin views,"Filter by status, spot overdue contact, and act on pairs that need support.",,src/views/admin/MentorshipHubView.tsx
872,Admin views,First & Second Years,,src/views/admin/AdminDashboard.tsx
873,Admin views,First installment,,src/hooks/useTuition.ts; src/views/admin/TuitionView.tsx
874,Admin views,First year,,src/views/admin/AttendanceView.tsx
875,Admin views,FIRST YEAR,,src/views/admin/planning/PlanningCalendarGrid.tsx
876,Admin views,First Year Keeper,,src/views/admin/AttendanceView.tsx
877,Admin views,First year rotation,,src/views/admin/AttendanceView.tsx
878,Admin views,First Year x,,src/views/admin/TuitionView.tsx
879,Admin views,Follow-up,,src/components/layout/Sidebar.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/MentorshipHubView.tsx
880,Admin views,Follow-up health,,src/views/admin/MentorshipHubView.tsx
881,Admin views,Follow-up status is based on,,src/views/admin/MentorshipCadencePanel.tsx
882,Admin views,Follow-up status is based on face-to-face meetings. Digital check-ins are optional and not tracked here.,,src/views/admin/MentorshipHubView.tsx
883,Admin views,"Four independent gates: Classes, The Well, Ministry, and Activation Saturday.",,src/views/admin/AttendanceView.tsx
884,Admin views,Frequency,,src/views/admin/AttendanceView.tsx
885,Admin views,Fri,,src/views/admin/AttendanceView.tsx
886,Admin views,Full access,,src/views/admin/KnowledgeBaseView.tsx
887,Admin views,Future absence,,src/views/admin/KnowledgeBaseView.tsx
888,Admin views,Future publish,,src/views/admin/KnowledgeBaseView.tsx
889,Admin views,Gate detail,,src/views/admin/AttendanceView.tsx
890,Admin views,General:,,src/views/admin/AttendanceView.tsx
891,Admin views,Generate,,src/views/admin/AttendanceView.tsx
892,Admin views,Generate schedule,,src/views/admin/AttendanceView.tsx
893,Admin views,Generate school year,,src/views/admin/AttendanceView.tsx
894,Admin views,Generate this year group schedule to fill the slot.,,src/views/admin/AttendanceView.tsx
895,Admin views,Global late rule,,src/views/admin/AttendanceView.tsx
896,Admin views,Global scoring,,src/views/admin/AttendanceView.tsx
897,Admin views,Google document,,src/views/admin/KnowledgeBaseView.tsx
898,Admin views,Google Drive & Docs,,src/views/admin/KnowledgeBaseView.tsx
899,Admin views,Google sign-ups that still need roles and year group assignment.,,src/views/admin/users/UsersHubView.tsx
900,Admin views,Grade submitted work,,src/views/admin/AdminDashboard.tsx
901,Admin views,Graduation health,,src/views/admin/KnowledgeBaseView.tsx
902,Admin views,Health,,src/views/admin/AttendanceView.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx
903,Admin views,Homework grading,,src/views/admin/AdminDashboard.tsx
904,Admin views,Homework Operations,,src/views/admin/AdminDashboard.tsx
905,Admin views,Homework record,,src/views/admin/AdminStudentDashboard.tsx
906,Admin views,Homework submitted,,src/views/admin/AdminStudentDashboard.tsx
907,Admin views,How check-in rules work,,src/views/admin/MentorshipCadencePanel.tsx
908,Admin views,I / II badges,,src/views/admin/KnowledgeBaseView.tsx
909,Admin views,Ideal days between in-person meetings,,src/views/admin/MentorshipCadencePanel.tsx
910,Admin views,In-person follow-up,,src/views/admin/KnowledgeBaseView.tsx
911,Admin views,In-person meeting rules,,src/views/admin/MentorshipHubView.tsx
912,Admin views,In-person meetings,,src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/MentorshipHubView.tsx
913,Admin views,in-person meetings,,src/views/admin/MentorshipFollowUpPanel.tsx
914,Admin views,in-person meetings only,,src/views/admin/MentorshipCadencePanel.tsx
915,Admin views,Inactive or expired year groups will appear here.,,src/views/admin/CurriculumArchiveView.tsx
916,Admin views,Inactive years,,src/views/admin/KnowledgeBaseView.tsx
917,Admin views,Inbox,,src/components/layout/Sidebar.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/InboxView.tsx; src/views/admin/KnowledgeBaseView.tsx
918,Admin views,Inbox copy,,src/views/admin/KnowledgeBaseView.tsx
